superconductors,measured_Tc,materials_family
Ce1.01Pt3Si1,0.75,heavy-Fermion
La1In2.25Sn0.75,0.75,heavy-Fermion
Ce1Ir0.65Co0.35Si3,0.75,heavy-Fermion
Cr0.017U0.983,0.75,others
Al3Th1,0.75,heavy-Fermion
Al3Tl1,0.75,others
Pd1Th2,0.75,heavy-Fermion
La1Pd2P2,0.75,heavy-Fermion
Fe0.01La0.01Rh0.98,0.75,others
Cs1,0.75,others
Cr0.82Ir0.18,0.75,others
Y6Mo4Al43,0.75,others
Th1Pt3B1,0.75,heavy-Fermion
Pr0.179Th0.821,0.75,others
Fe0.01La0.001Rh0.99,0.75,others
Re0.15Ta0.85,0.75,others
Ru0.86Rh0.14As1,0.75,others
B2.75Be1,0.755,others
Pr1Os1.6Ru2.4Sb12,0.755,heavy-Fermion
Rh1Te2,0.755,others
Pt0.42Y0.58,0.76,others
Cr0.7Ir0.3,0.76,others
Mg2Zn3,0.76,others
La2.25Pr0.75Se4,0.76,others
Pd3Te1,0.76,others
Ga1Mo3,0.76,others
Be0.96Ni0.04,0.76,others
U1Pd2Al2.55Ga0.45,0.76,heavy-Fermion
Bi1La2,0.76,heavy-Fermion
S8V6,0.76,others
Bi1.08Ta1S3.08,0.76,others
Pb1Zr3,0.76,others
Mo0.3V0.7,0.76,others
Th0.998U0.002,0.761,others
Ag0.005Zn0.995,0.763,others
Ba1Ni2As1.902P0.098,0.763,others
Ba0.33K0.67Bi1O3,0.77,others
Cr0.835Ir0.165,0.77,others
Ag0.2In0.8Te1,0.77,others
Al1Ce0.017La3,0.77,heavy-Fermion
Th99.92U0.08,0.77,others
Ce1Ir1In5,0.770429,heavy-Fermion
Cd0.002Zn0.998,0.78,others
Ir1Zn2,0.78,others
Ag0.5Al0.5Th2,0.78,others
Ir3Lu7,0.78,heavy-Fermion
Ce0.85La0.15Co1In5,0.78,heavy-Fermion
As0.25Se0.75Y1,0.78,others
Co14.3U85.7,0.78,heavy-Fermion
Cr0.09Ir0.91,0.78,others
In3Y1,0.78,others
Ba1Ni2As2,0.783333,others
Y1Pd2Si2,0.785,others
Th1U0.001,0.785,others
Ta1Se1.7Te0.3,0.785,others
Bi0.5Sn0.5,0.788,others
Bi2Ni3S2,0.79,others
Sr1Ti1O3,0.79475,others
Al1Ta3,0.795,others
La0.75Pr0.25Pb3,0.8,heavy-Fermion
La0.93Pr0.07Tl3,0.8,heavy-Fermion
La1Sb2,0.8,heavy-Fermion
Sr1.7Ca0.3V1Fe1As1O3,0.8,iron-based
B2Ru1,0.8,others
C6I4O2,0.8,others
Ca1B1.05Pd3,0.8,others
Os0.7Re0.3,0.8,others
O0.95Ti1,0.8,others
Ce1Ir1In4.986Sn0.014,0.8,heavy-Fermion
K1Ni2Se2,0.8,others
Ce1Ir1Ge3,0.805,heavy-Fermion
Pr1Os1.2Ru2.8Sb12,0.805,heavy-Fermion
Pr1Os2Ru2Sb12,0.805,heavy-Fermion
La1Os4Sb12,0.80775,heavy-Fermion
Th0.999U0.001,0.808,others
Ce2Rh1In8,0.8125,heavy-Fermion
Pb0.982Tl0.01In0.008Te1,0.818,others
Ce1Rh0.45Ir0.55In5,0.82,heavy-Fermion
La1Pd2Ge1.96Sn0.04,0.82,heavy-Fermion
Pt3Y7,0.82,others
Co1Ta2,0.82,others
Cr0.28Ir0.72,0.83,others
Cr0.72Ir0.28,0.83,others
La1Pt1.97Ge2.03,0.83,heavy-Fermion
U1Pd2.02Al3,0.83,heavy-Fermion
Pr1Os1Ru3Sb12,0.84,heavy-Fermion
La1S1,0.84,others
Be0.92Cu0.08,0.84,others
Ir1Lu2,0.84,heavy-Fermion
Ba4Na2Ge25,0.84,others
Bi2Rh3Se2,0.84,others
Al2Mg2,0.84,others
Pt0.017U0.983,0.85,others
Hf0.99Rh0.01,0.85,others
Nb3Rh0.7Os0.3,0.85,others
P3Pd7,0.85,others
La1Pd2Al3,0.85,heavy-Fermion
Bi4Mg1,0.85,others
Ag7N0.75O10.25F0.25,0.85,others
As0.33In1Te0.67,0.85,others
Ce1,0.85,others
Al0.61Mg0.39,0.85,others
Ag4Ge1,0.85,others
Zn1,0.8508,others
Al3Mg2,0.855,others
Y6Nb4Al43,0.86,others
Ce1Co1.85,0.86,heavy-Fermion
Ce0.875La0.125Co1In5,0.86,heavy-Fermion
Hf1Rh1,0.865,others
Bi3Zn1,0.87,others
Nd0.4Ce0.6Co1In5,0.87,heavy-Fermion
Ge7Ir3,0.87,others
Ce1Co1In4.88Sn0.12,0.87,heavy-Fermion
Hf2Ni1,0.87,others
Ga2Ge2U1,0.87,heavy-Fermion
Ce1Co1.95,0.87,heavy-Fermion
Th1Tl3,0.87,heavy-Fermion
Pt0.02U0.98,0.87,others
Bi3Te1,0.875,others
Ce1Rh0.5Ir0.5In5,0.875,heavy-Fermion
Pt1Si1,0.88,others
Ce1Co0.8Ni0.2In5,0.88,heavy-Fermion
Ag0.167Al0.833,0.88,others
Mg2Zn11,0.88,others
Be0.934Ni0.066,0.88,others
Sr1Ni2Ge2,0.8825,others
K0.45W1O3,0.885,others
Pr0.6Nd0.4Os4Sb12,0.89,heavy-Fermion
Ce1Ir0.987Pt0.013In5,0.897,heavy-Fermion
Y1Rh1Al1,0.9,others
As2W1,0.9,others
La1Os4P12,0.9,heavy-Fermion
La1.85Sr0.15Cu0.977Ga0.023O4,0.9,cuprate
Pt2Y3,0.9,others
Th0.9985U0.0015,0.9,others
Rh0.24Sc0.76,0.9,others
Ni1Ta2,0.9,others
Ti1Se2,0.9,others
La1Cu1Sb2,0.9,heavy-Fermion
Cu1Rh1.992Cr0.008S4,0.9,others
Os0.075W0.925,0.9,others
Au5Sn1,0.9,others
Pt2Y8,0.9,others
La1Bi1Pt1,0.9,heavy-Fermion
Y1Pt1Bi1,0.906667,others
La98Lu0.754Tb1.246,0.907,others
Mo0.4Rh0.6,0.91,others
Co0.5Ni0.5Ta2,0.91,others
Pd50.745V0.255Sb49,0.91,others
Ce1Rh0.4Ir0.6In5,0.91,heavy-Fermion
Mo1,0.912667,others
Ce1Rh1Si3,0.914,heavy-Fermion
Be13U1,0.917755,heavy-Fermion
Ce1Rh0.75Ir0.25In5,0.92,heavy-Fermion
Ce0.8Yb0.2Co1In5,0.92,heavy-Fermion
Sr1Pd2As2,0.92,others
Sn1Zr4,0.92,others
Cu3Sb1,0.9205,others
Mg1Zn1,0.925,others
Ir1Sn4,0.93,others
Pd1Si1,0.93,others
Pr1.85Ce0.15Cu0.99Ni0.01O4.065,0.93,cuprate
La0.995Gd0.005Al2,0.932,heavy-Fermion
Hg1Mg1,0.935,others
Sn0.979In0.021Te1,0.936,others
Sn0.12Eu0.9Mo6.35S8,0.94,others
Ce1Rh0.55Ir0.45In5,0.94,heavy-Fermion
Os0.56Re0.44,0.94,others
Al3Yb1,0.94,heavy-Fermion
La0.988Tb0.012Al2,0.94,heavy-Fermion
Mo0.2Nb0.64Pd0.16,0.94,others
Pr1Ru4Sb12,0.945,heavy-Fermion
Co1Ta1.75Zr0.25,0.95,others
Cu0.045Ti1Se2,0.95,others
In0.63V6S8,0.95,others
Pr0.102Th0.898,0.95,others
Tm5Ir4Si10,0.95,heavy-Fermion
La1Pt1.94Ge2.06,0.95,heavy-Fermion
Pb0.985Tl0.01In0.005Te1,0.954,others
Pr1Os0.6Ru3.4Sb12,0.955,heavy-Fermion
Ce1Ir1In4.973Hg0.027,0.955,heavy-Fermion
Y1In3,0.96,others
Bi2Pd3Se2,0.96,others
Ba5Sr1Nb10O30,0.96,others
Y1Pd2P2,0.96,others
Ba1Ti2Sb2O1,0.964,others
Th81.3Tm18.7,0.97,others
La1Pd2As2,0.97,heavy-Fermion
Sn18.43Er4.57Rh6,0.97,heavy-Fermion
Rh0.02U0.98,0.97,others
Y1.68Lu0.32Fe3Si5,0.98,others
Ba4Sr2Nb10O30,0.98,others
Fe22U78,0.98,heavy-Fermion
Pr0.2La0.8Os4Sb12,0.9865,heavy-Fermion
U1Be12.9558B0.0442,0.988,heavy-Fermion
Y1Fe2Ge2,0.99,others
Rb1Hg1C4,0.99,others
Ge3U5,0.99,heavy-Fermion
Ce1Ir1In4.955Hg0.045,0.993,heavy-Fermion
Zr1,0.996667,others
La0.48Y0.52,1,others
Fe1,1,others
Pd1Sb1Se1,1,others
Hf0.34Mo0.66,1,others
Ba1Rh2P2,1,others
Lu1Pt1Bi1,1,heavy-Fermion
Lu4.5Dy0.5Ir4Si10,1,heavy-Fermion
O1.07Ti1,1,others
La1Ni1Sb2,1,heavy-Fermion
Zr41.2Ti13.8Cu12.5Ni10Be22.5,1,others
Ru0.4V0.6,1,others
La1Fe0.951Zn0.049As1F0.28O0.68,1,iron-based
K1Ca2Nb3O10,1,others
Pt1Ta1,1,others
Bi1Pd1Se1,1,others
Cu0.98Co0.02Rh2S4,1,others
Sr1Pt1Ge3,1,others
Cd2Re2O7.1,1,others
Fe14.3U85.7,1,heavy-Fermion
Ca1B1.25Pd3,1,others
Y1In1.5Pb1.5,1,others
La1.9Sr0.1Cu0.98Zn0.02O4,1,cuprate
Be2Ta3,1,others
Fe0.1Zr0.9,1,others
Bi3Fe1,1,others
Sn18.59Er4.41Rh6,1,heavy-Fermion
Pr0.55Nd0.45Os4Sb12,1.01,heavy-Fermion
Ti0.2Zr0.8,1.01,others
Th0.9995U0.05,1.014,others
Pr0.75Ce0.25Pt4Ge12,1.015,heavy-Fermion
Sn0.956In0.044Te1,1.017,others
Ce1Co1In4.9Sn0.1,1.02,heavy-Fermion
Al2Cu1,1.02,others
La1Se1,1.02,others
U1Ni2Al3,1.021,heavy-Fermion
Cr0.67Os0.33,1.03,others
Pd50.8725Fe0.1275Sb49,1.03,others
Ti0.81Zr0.82,1.03,others
Th1In1.5Sn1.5,1.03,heavy-Fermion
Ag7N1O11,1.0325,others
Pd2In1Y1,1.04,others
Ag7F0.25N0.75O10.25,1.04,others
In0.82Te1,1.04,others
Ta0.8W0.2,1.04,others
La1Zn1,1.04,heavy-Fermion
La1Pd2Ge2,1.04,heavy-Fermion
Pr1Os0.4Ru3.6Sb12,1.04,heavy-Fermion
Ag7O11N1,1.04,others
Ta1S2,1.0429,others
Ce1Ir1In4.996Sn0.004,1.043,heavy-Fermion
Bi2Rh3.5S2,1.05,others
Al0.97Li0.03,1.05,others
Th7Fe2.43Ni0.57,1.05,heavy-Fermion
La1Tl2.25Sn0.75,1.05,heavy-Fermion
La1Mg2,1.05,heavy-Fermion
La1.85Sr0.15Cu0.97Zn0.03O4,1.05,cuprate
Pr1Os2.8Ru1.2Sb12,1.05,heavy-Fermion
Cu1Ir1.8Pt0.2Se4,1.06,others
In2Sb1Te2,1.06,others
Au1Ga2,1.062,others
Th7Fe1.86Co1.14,1.07,heavy-Fermion
Al0.99Li0.01,1.07,others
In0.03Sn0.97Te1.01,1.07,others
Rh3Y1,1.07,others
Ru1Ti1,1.07,others
Th90.9Tm9.1,1.07,others
Rh5Th1,1.07,heavy-Fermion
La0.9978Ce0.0022Rh3B2,1.07,heavy-Fermion
Ag1La1,1.073333,heavy-Fermion
Pb4Ag1Bi6Se14,1.075,others
Ni2Nb1Al1,1.075,others
Rh0.35V0.65,1.075,others
W2Zr1,1.08,others
U2Pt0.9Rh0.1C2,1.09,others
Sn0.8075Ge0.1425In0.05Te1,1.09,others
Ni2.5Cu1.5Zr8,1.09,others
Bi2Rh1,1.1,others
Th1Pt2Si2,1.1,heavy-Fermion
Th1Rh2Ge2,1.1,heavy-Fermion
U1Ir2Si2,1.1,heavy-Fermion
Tm4Os6Sn19,1.1,heavy-Fermion
Th1Pt2Ge2,1.1,heavy-Fermion
Pd17Se15,1.1,others
Cr0.7Rh0.3,1.1,others
Y1Ru2Si2,1.1,others
Y1Os2Si2,1.1,others
Nb3Sb1,1.1,others
Lu1S1,1.1,others
K0.1Li0.02W1O2.88F0.12,1.1,others
Th1Os2Ge2,1.1,heavy-Fermion
C1Mo3Pt2,1.1,others
Th1Ru2Ge2,1.1,heavy-Fermion
Th1Pd2Si2,1.1,heavy-Fermion
U1Rh2Si2,1.1,heavy-Fermion
Th1Os2Si2,1.1,heavy-Fermion
Th1Ru2Si2,1.1,heavy-Fermion
U1Ir2Ge2,1.1,heavy-Fermion
U1Rh2Ge2,1.1,heavy-Fermion
Th1Rh2Si2,1.1,heavy-Fermion
Th1Pd2Ge2,1.1,heavy-Fermion
Cd2Re2O7,1.102857,others
Gd0.001Th0.999,1.11,others
Be0.89Cu0.11,1.11,others
U0.99Y0.01Pd2Al3,1.11,heavy-Fermion
La1Pb2.25Sn0.75,1.11,heavy-Fermion
Ba1Pd0.4Si1.6,1.11,others
Ce1Co2,1.1125,heavy-Fermion
Ni2Hf1Ga1,1.12,others
V2Ir1B2,1.12,others
Cs0.32O3W1,1.12,others
Ag0.002Al0.998,1.128,others
U1Ni1.98Al3,1.13,heavy-Fermion
Ag2Pb3S1,1.13,others
Ru0.7Rh0.3P1,1.13,others
Pd49.75V0.25Sb50,1.13,others
Sn0.975In0.025Te1,1.13,others
Ag2Pd3S1,1.13,others
Sr2Ru0.9995Ti0.0005O4,1.13,others
Al0.95Li0.05,1.13,others
Al0.992Zn0.008,1.132,others
U1Ni2Al3.02,1.135,heavy-Fermion
In0.04Sn0.96Te1.01,1.14,others
Cu19.6Zr78.4Mn2,1.14,others
U1Ni2.02Al3,1.14,heavy-Fermion
U0.98Ni2Al3,1.145,heavy-Fermion
As1Pd2,1.15,others
Bi1Pt1Te1,1.15,others
Hf1Rh1Si1,1.15,others
In0.83Te1,1.15,others
U1Pd2Al2.85Ga0.15,1.15,heavy-Fermion
U1Ni2Al2.98,1.155,heavy-Fermion
Pr1Os2.4Ru1.6Sb12,1.16,heavy-Fermion
La0.967Pr0.033Tl3,1.16,heavy-Fermion
Pb0.989Tl0.011Te1,1.16,others
Pr1Os0.2Ru3.8Sb12,1.16,heavy-Fermion
U0.99Gd0.01Pd2Al3,1.16,heavy-Fermion
Th1,1.161429,others
Ta1Se0.8Te1.2,1.165,others
Ga0.58Sb0.42,1.17,others
Er1Pd2Sn1,1.17,heavy-Fermion
Nb2Pd1S3Se2,1.17,others
Dy1Rh0.8Ir3.2B4,1.17,heavy-Fermion
Yb1Pd2Ge2,1.17,heavy-Fermion
Au0.499Ga0.501,1.17,others
N0.6Ti1,1.17,others
Pr0.4La0.6Os4Sb12,1.172,heavy-Fermion
Cu40Zr60,1.173333,others
La1N1,1.175,heavy-Fermion
La1Pb1.5Sn1.5,1.18,heavy-Fermion
Os0.432Re0.568,1.18,others
Rh0.8Y0.2,1.18,others
Ir1Te3,1.18,others
Th0.99975U0.025,1.182,others
Cr0.2V0.8,1.186667,others
La1Tl0.75Sn2.25,1.19,heavy-Fermion
Ce0.5Yb0.5Co1In5,1.19,others
Pt1Sn4,1.19,others
Ce0.85Yb0.15Co1In5,1.19,heavy-Fermion
La1In1.5Sn1.5,1.19,heavy-Fermion
As3Sn4,1.195,others
La1Ir2Si2,1.198333,heavy-Fermion
Al1Pb1,1.2,others
Ag0.1In0.9Te1,1.2,others
U1Pd1.98Al3,1.2,heavy-Fermion
U0.85La0.15Pd2Al3,1.2,heavy-Fermion
Er4Rh6Sn19,1.2,heavy-Fermion
Bi1Pd1Te1,1.2,others
Mo0.006U0.944,1.2,others
Nb0.97Cr0.03N1,1.2,others
In3Te4,1.2,others
La1.85Sr0.15Cu0.9725Zn0.0275O4,1.2,cuprate
I2,1.2,others
Pd0.5Ag0.5Th2,1.2,others
Mn0.01Ti0.99,1.2,others
Ce1Rh0.3Ir0.7In5,1.2,heavy-Fermion
Ce1Rh1In4.84Sn0.16,1.2,heavy-Fermion
Ta1Se1.6Te0.4,1.2,others
Nb0.99Cr0.01N1,1.2,others
Ho0.0422La0.9578,1.2,others
Ta1Se1.5Te0.5,1.2,others
In0.045Sn0.955Te1.01,1.2,others
Lu1B2C2,1.2,heavy-Fermion
Au1Ga1,1.2,others
C1Pt2W3,1.2,others
Cr0.125Ru0.875,1.2,others
Cu70Sn30,1.2,others
Ge0.7Mo1,1.2,others
Hg2K1,1.2,others
Pd1Sb1Te1,1.2,others
U0.7La0.3Pd2Al3,1.2,heavy-Fermion
Nb2Pd0.67Se5,1.2,others
Ba1Ag0.5Si1.5,1.21,others
Bi1Pt1,1.21,others
Ce0.03La0.97,1.21,others
Bi0.1Pt1Sb0.9,1.21,others
Ce1Co1In4.92Sn0.08,1.22,heavy-Fermion
Mo0.15Nb0.68Pd0.17,1.22,others
P1Rh1,1.22,others
Pd50.93625Fe0.06375Sb49,1.22,others
Pb0.99Tl0.01Te1,1.22,others
Sn0.96In0.04Te1,1.22,others
Ce0.9La0.1Co1In5,1.22,heavy-Fermion
Pt0.3Ta0.7,1.225,others
La1Ni1Si1,1.23,heavy-Fermion
Pd45.9Ni5.1Sb49,1.23,others
U1Ru2Si2,1.231538,heavy-Fermion
Nb1Pt1Si1,1.24,others
Er1Pd1Bi1,1.24,heavy-Fermion
Au0.2Pd1.8In1Y1,1.24,others
P3Sn4,1.24,others
La2.25Pr0.75Tl1,1.24,heavy-Fermion
Au1Zn3,1.245,others
La98Lu0.815Tb1.185,1.248,others
U0.89Mo0.11,1.25,others
Au0.988Pd0.012Ga2,1.25,others
Pd1Sb2,1.25,others
Au1Sn1,1.25,others
Th0.5Y0.5,1.25,others
Sc4Ir6Sn19,1.25,others
Tc0.1W0.9,1.25,others
Er4Os6Sn19,1.25,heavy-Fermion
La1Pd2Ge1.9Sn0.1,1.25,heavy-Fermion
Sr1Pd2Sb2,1.25,others
Ce0.65Pr0.35Ru2,1.25,heavy-Fermion
Ce1Ru3Si2,1.25,heavy-Fermion
Al1,1.254033,others
Pt1V3.5,1.26,others
Fe0.5Co0.5Zr2,1.26,others
La0.8Y0.2Ni1C2,1.26,others
Er0.95Y0.05Pd2Sn1,1.26,heavy-Fermion
Ho1Rh0.8Ir3.2B4,1.26,heavy-Fermion
Cu1Rh1.7Sn0.3Se4,1.26,others
Pr1Pt4Ge10Sb2,1.27,heavy-Fermion
Pr0.7Nd0.3Os4Sb12,1.27,heavy-Fermion
Ca1Pd2As2,1.27,others
Ru0.4Rh0.6P1,1.27,others
Lu0.275Rh0.725,1.27,others
Tm5Rh2.4Co3.6Sn18,1.27,heavy-Fermion
La0.9795Sm0.0205,1.27,others
Sn0.95In0.05Te1,1.273333,others
La1Pt0.1Ni0.9Si1,1.275,heavy-Fermion
Am1,1.2775,others
La0.72Ce0.28Ru2,1.278,heavy-Fermion
U0.9Th0.1Pd2Al3,1.28,heavy-Fermion
La0.6Y0.4,1.29,others
Pd0.6W0.4,1.29,others
Dy1Rh0.56Ir3.44B4,1.29,heavy-Fermion
Al0.9Li0.1,1.29,others
Rh0.005Ti0.995,1.295,others
C1Re0.01W1,1.3,others
Sb2Yb1,1.3,heavy-Fermion
Mo3Si1.3,1.3,others
La1Pd2Sb2,1.3,heavy-Fermion
Ca2Pt3Si5,1.3,others
Yb1Sb2,1.3,heavy-Fermion
Er1Os1.1Sn2.7,1.3,heavy-Fermion
Al2N1Nb3,1.3,others
Na0.5Nb1S2,1.3,others
Ni0.1Pd0.9Te2,1.3,others
La0.4Ce0.6Ru2,1.3,heavy-Fermion
Ho0.8La0.2Ni2B2C1,1.3,heavy-Fermion
Ta0.025Ti0.975,1.3,others
Cd0.04Cu0.96S2,1.3,others
Y4Ru6Sn19,1.3,others
Y1Rh1.1Sn3.1,1.3,others
Cd0.06Cu0.94Se2,1.3,others
Au0.374Te0.626,1.3,others
K2In1Mo15Se19,1.3,others
Be13Ru1,1.3,others
Sr1Ga1Ge1,1.3,others
La0.05Th0.95,1.3,others
Ge2Sc1,1.3,others
Cu1Te2,1.3,others
Cr0.5Ru0.5,1.3,others
La1Pt2Ge1.8Sn0.2,1.3,heavy-Fermion
Ce1Pd1Bi1,1.3,heavy-Fermion
Rh0.04Sc0.05Ti0.91,1.3,others
C0.6Pd1,1.3,others
Cd1Hg1,1.306667,others
Co1Si2,1.306667,others
Ce0.925La0.075Co1In5,1.31,heavy-Fermion
Cr0.8Re0.2,1.31,others
Ti1Ru1P1,1.315,others
Ce1Cu2Ge2,1.32,heavy-Fermion
Sn19Er4Rh6,1.32,heavy-Fermion
La1.14Nb1Se3.14,1.32,others
Pb1.9Rh1,1.32,others
Pd1Tl2,1.32,others
Pb0.987Tl0.013Te1,1.32,others
Rh0.8Ru0.2Se2,1.33,others
Mo0.59Si0.41,1.34,others
Al2Si2U1,1.34,heavy-Fermion
K0.42W1O3,1.34,others
Sc1Os1B2,1.34,others
Mo0.2Nb0.608Pd0.192,1.34,others
Mo1Si0.7,1.34,others
La0.8Pr0.2Pb3,1.34,heavy-Fermion
Rh1Zr1,1.35,others
Ti0.33Zr0.66,1.35,others
Pt0.52W0.48,1.35,others
Pd50.99745Cr0.00255Sb49,1.35,others
B0.978C0.022Si1,1.35,others
Au1Ge1,1.35,others
Zr55Cu30Al10Ni5,1.35,others
Be2Ru1,1.35,others
Ga3Nb5,1.35,others
Pb0.9875Tl0.0125Te1,1.35,others
Os0.362Re0.638,1.35,others
Ce1Co1In4.5Cd0.5,1.35,heavy-Fermion
Y5Rh4Ge10,1.35,others
Ca1Si1.9,1.35,others
Au0.388Ga0.612,1.355,others
Sn0.92In0.08Te1,1.355,others
Cr0.25V0.75,1.36,others
Cu0.3Zn0.7Ir2S4,1.36,others
Ta0.78W0.22,1.36,others
Ti0.3Zr0.7,1.36,others
Ti0.66Zr0.33,1.36,others
In0.06Sn0.94Te1.01,1.36,others
Er1Rh1.1Sn3.6,1.36,heavy-Fermion
Pt1V2.5,1.36,others
Au1Te2,1.366667,others
La1Tl2.19Pb0.81,1.37,heavy-Fermion
Ti0.65Zr0.35,1.37,others
Be2Rh1,1.37,others
Ca1Si2.2,1.37,others
U6Co0.5Ni0.5,1.37,others
Eu1,1.375,others
Au0.427Ga0.573,1.378,others
Ba1Ni2Ge0.8P1.2,1.38,others
Y1Ru1B4,1.38,others
Ce1Rh0.23Co0.77In5,1.38,heavy-Fermion
Hf1Ti1C1,1.38,others
Nb1O1,1.38,others
Pb0.985Tl0.005Na0.01Te1,1.38,others
La0.987Tb0.013,1.38,others
Ce1Rh0.35Co0.65In5,1.38,heavy-Fermion
Pb0.986Tl0.014Te1,1.38,others
La0.996Gd0.004Al2,1.38,heavy-Fermion
Tm2Fe3Si5,1.3825,heavy-Fermion
Ir0.33V2.67,1.39,others
Ir1V2,1.39,others
As1Ni0.12Pd0.88,1.39,others
As0.5Ni0.06Pd0.44,1.39,others
Ag1Bi1,1.39,others
Ce0.837Yb0.163Co1In5,1.4,heavy-Fermion
Sn1O1,1.4,others
Ce1Rh0.5Co0.5In5,1.4,heavy-Fermion
Sr0.2W1Se2,1.4,others
Sc4Ir6Ge19,1.4,others
In4Sb1Te3,1.4,others
Fe0.75Ni0.25U6,1.4,heavy-Fermion
Cu4K1S3,1.4,others
Ho1Os1.2Sn2.5,1.4,heavy-Fermion
Pb0.985Tl0.015Te1,1.4,others
Pr1Pt4Ge9Sb3,1.4,heavy-Fermion
Tb1Os1.5Sn2.6,1.4,heavy-Fermion
Rh0.91Ti0.04Y0.05,1.4,others
Pd2Y0.8Dy0.2Sn1,1.4,others
Y1Rh2Si2,1.4,others
Y1Ru4B4,1.4,others
Zr2Co0.15Ni0.85,1.4,others
Re0.6Ta0.4,1.4,others
Th0.95Y0.05,1.4,others
Ti0.975V0.025,1.4,others
Y1Os1B4,1.4,others
Br2,1.4,others
Tb4Os6Sn19,1.4,heavy-Fermion
Ge1U7,1.4,heavy-Fermion
La3Pd5Si1,1.4,heavy-Fermion
Pr1Pt4Ge8Sb4,1.4,heavy-Fermion
Ca0.1O3W1,1.4,others
Gd1.2Mo6S8,1.4,others
Ge0.5Pt0.5,1.4,others
B0.039C0.961Si1,1.4,others
Ni0.05Pd0.95Te2,1.4,others
Ba1Pb0.85Sb0.15O3,1.4,others
Cu0.05Ti1Se2,1.4,others
Ho4Os6Sn19,1.4,heavy-Fermion
Mo3Si1,1.402,others
Ir1Nb3,1.4075,others
C8Rb1Hg1,1.41,others
Ce1Co0.875Ni0.125In5,1.41,heavy-Fermion
Ni19.5Zr78Mn2.5,1.41,others
U2Pt0.95Rh0.05C2,1.41,others
Sr1Ni2P2,1.415,others
Sb1,1.416667,others
Sn0.588Ge0.252In0.16Te1,1.42,others
Ce0.25La0.75Ru2,1.42,heavy-Fermion
Ce1Rh0.3Co0.7In5,1.42,heavy-Fermion
Nd0.4Ce0.85Co1In5,1.42,heavy-Fermion
La0.9Nd0.1Pt1Si1,1.42,heavy-Fermion
La0.9911Tb0.0089Al2,1.425,heavy-Fermion
Si1C1,1.425,others
Eu3Bi2S4F4,1.425,others
In2Mo6Se6,1.425,others
Ir0.98Pt0.02Te2,1.4275,others
Sb1Sn1,1.43,others
Rb1Hg1C8,1.43,others
Ce1Rh0.4Co0.6In5,1.43,heavy-Fermion
In0.05Sn0.95Te1.01,1.43,others
La1Pt2Si2,1.4325,heavy-Fermion
Er1.2Mo6S8,1.433333,others
Er0.08La0.92,1.435,others
La1Pd2Ge1.92Sn0.08,1.44,heavy-Fermion
Ag7H1F2O8,1.44,others
Pd0.49Sb0.51,1.44,others
Ta1Se1Te1,1.445,others
H0.827Pd1,1.449,others
Pt0.5W0.5,1.45,others
Th1Ir1.2Ru0.8,1.45,heavy-Fermion
Bi1Pt1Se1,1.45,others
Al1Ce0.0165La3,1.45,heavy-Fermion
Mo0.1Nb0.72Pd0.18,1.45,others
In0.08Sn0.92Te1.01,1.45,others
La0.76Th0.24Pb3,1.46,heavy-Fermion
Pd50.9745Mn0.0255Sb49,1.46,others
Re0.64Ta0.36,1.46,others
V0.81Cr0.09Al0.1,1.46,others
U2Pt1C2,1.46,others
Al0.131Cr0.088V0.781,1.46,others
La0.76Ce0.24Ru2,1.468,heavy-Fermion
Be17Nb2,1.47,others
C2Pt1U2,1.47,others
As1Ni0.25Pd0.75,1.47,others
Be0.95Ru0.05,1.47,others
La1Ir1Si3,1.473333,heavy-Fermion
Ba24Si100,1.475,others
Tm1Ir3.6Rh0.4B4,1.48,heavy-Fermion
Au0.2Te0.8,1.48,others
La7Pd3,1.48,heavy-Fermion
Co0.03V0.97,1.48,others
Rh2Y3,1.48,others
Pd0.5Sb0.5,1.48,others
La0.1Th0.9,1.48,others
La1Te1,1.48,others
Be0.9Ni0.1,1.48,others
Pr0.75Nd0.25Os4Sb12,1.48,heavy-Fermion
Sn0.855Ge0.095In0.05Te1,1.48,others
Al20.3V20,1.49,others
Re0.1Ta0.9,1.49,others
Ti1.38V1.62Sb1,1.49,others
Y1In1.71Sn1.29,1.49,others
La2.4Pr0.6Se4,1.49,others
Al20.3V2,1.49,others
Pr1Os3.2Ru0.8Sb12,1.49,heavy-Fermion
Pd0.95Ni0.05H0.86,1.49,others
Nb0.72Pd0.18W0.1,1.5,others
Lu4Co6Sn19,1.5,heavy-Fermion
Lu4.93Yb0.07Ir4Si10,1.5,heavy-Fermion
Bi4Sr4Ca0.5Tm1.5Cu4O16.91,1.5,cuprate
Ag0.45Ge0.55,1.5,others
Nb0.025Ti0.975,1.5,others
La1Ir2Ge2,1.5,heavy-Fermion
Ag7F2H1O8,1.5,others
Al0.999Fe0.001,1.5,others
La1.84Ce0.16Cu1O4,1.5,cuprate
Co0.96Mo0.04U6,1.5,heavy-Fermion
Ni0.1Zr0.9,1.5,others
Tc0.1V0.9,1.5,others
Ce1Rh0.6Co0.4In5,1.5,heavy-Fermion
Sc4Os6Sn19,1.5,others
Sb3Zr5,1.5,others
Pd49.75Ni0.25Sb50,1.5,others
Os0.1W0.9,1.5,others
Sr1Pd1Ge3,1.5,others
La1Tl1.5Sn1.5,1.5,heavy-Fermion
